"duration";"Q_RecaptchaScore";"Q_RelevantIDFraudScore";"gender";"nationality";"ethnicity";"age";"preferred_game_name";"gaming_time";"gaming_related_activities_time";"online_gaming_time";"offline_gaming_time";"playing_esports";"rank";"team_membership";"playing_with_offline_friends";"MOGQ_social1";"MOGQ_social2";"MOGQ_social3";"MOGQ_social4";"MOGQ_escape1";"MOGQ_escape2";"MOGQ_escape3";"MOGQ_escape4";"MOGQ_competition1";"MOGQ_competition2";"MOGQ_competition3";"MOGQ_competition4";"MOGQ_coping1";"MOGQ_coping2";"MOGQ_coping3";"MOGQ_coping4";"IGCQ_1";"IGCQ_2";"IGCQ_3";"IGCQ_4";"attention_check_1";"IGDS9SF_1";"IGDS9SF_2";"IGDS9SF_3";"IGDS9SF_4";"IGDS9SF_5";"IGDS9SF_6";"IGDS9SF_7";"IGDS9SF_8";"IGDS9SF_9";"GDT_1";"GDT_2";"GDT_3";"GDT_4";"IGD_alternative_criterion2";"IGD_alternative_criterion5";"IGD_alternative_criterion6";"IGD_alternative_criterion3";"IGD_alternative_craving";"IGD_alternative_health";"BFRS_1";"BFRS_2";"BFRS_3";"BFRS_4";"BFRS_5";"BFRS_6";"BFRS_7";"BSCS_1";"BSCS_2";"BSCS_3";"BSCS_4";"BSCS_5";"BSCS_6";"BSCS_7";"BSCS_8";"BSCS_9";"BSCS_10";"BSCS_11";"BSCS_12";"BSCS_13";"attention_check_2";"neuroticism_1";"neuroticism_2";"neuroticism_3";"neuroticism_4";"neuroticism_5";"neuroticism_6";"neuroticism_7";"neuroticism_8";"neuroticism_9";"neuroticism_10";"DJGLS_1";"DJGLS_2";"DJGLS_3";"DJGLS_4";"DJGLS_5";"DJGLS_6";"harm_avoidance_1";"harm_avoidance_2";"harm_avoidance_3";"harm_avoidance_4";"harm_avoidance_5";"harm_avoidance_6";"harm_avoidance_7";"harm_avoidance_8";"harm_avoidance_9";"harm_avoidance_10";"BAS_reward_1";"BAS_reward_2";"BAS_reward_3";"BAS_reward_4";"BAS_reward_5"
1662;1;0;0;"Polish";"White";26;"Sports";2;3;40;60;0;NA;0;1;NA;1;NA;1;4;3;NA;NA;5;NA;NA;5;NA;5;NA;5;1;1;2;1;1;2;1;2;2;3;2;1;4;1;1;2;2;1;2;2;3;3;2;2;2;1;NA;NA;2;NA;2;5;NA;2;4;NA;NA;3;4;NA;3;NA;2;NA;1;1;NA;NA;2;NA;2;3;NA;4;NA;NA;3;NA;4;3;NA;3;3;3;4;2;NA;NA;NA;NA;NA;NA;2;2;2;NA
1824;1;0;0;"italy";"white";30;"survival or mmorpg";5;5;71;29;0;NA;0;3;NA;2;NA;4;3;NA;2;NA;4;NA;3;NA;3;4;NA;NA;1;2;2;2;1;1;1;2;1;2;1;1;2;2;4;2;2;2;3;4;1;3;2;2;2;NA;2;2;NA;2;NA;2;2;3;NA;2;NA;NA;3;3;NA;NA;NA;3;1;NA;1;3;4;1;4;NA;NA;NA;NA;3;NA;NA;3;5;NA;NA;NA;1;NA;NA;2;NA;2;3;2;2;2;3;NA;NA
648;1;0;0;"Portuguese";"Caucasian";19;"FPS games";6;13;100;0;0;NA;0;5;NA;NA;4;4;4;3;NA;NA;3;NA;NA;2;NA;4;1;NA;1;1;1;2;1;3;1;1;2;3;2;1;3;1;3;2;3;1;2;4;2;2;3;3;1;1;2;NA;2;NA;NA;4;NA;NA;NA;NA;3;NA;4;4;NA;3;2;1;1;NA;2;NA;3;2;4;2;NA;NA;NA;2;NA;NA;2;NA;3;NA;NA;4;3;NA;3;2;NA;NA;2;2;1;NA;NA;3
2106;1;0;0;"Mexican";"Latino";19;"Action RPG";2;6;0;100;0;NA;0;3;2;NA;NA;5;4;NA;NA;4;2;NA;2;NA;NA;4;NA;4;3;2;3;2;1;4;3;2;2;4;3;1;3;1;3;4;3;2;4;4;3;5;4;2;2;NA;2;2;NA;2;NA;4;NA;NA;2;1;NA;NA;3;NA;2;3;2;NA;1;3;NA;NA;2;NA;3;NA;4;4;NA;3;NA;NA;2;2;NA;4;4;5;NA;1;NA;NA;2;NA;NA;NA;2;2;2;NA
2088;1;0;0;"Polish";"White";20;"FPS, sandbox";11;15;70;30;0;NA;0;5;NA;5;NA;4;2;4;NA;NA;3;NA;NA;4;4;2;NA;NA;1;2;1;2;1;4;1;3;1;1;2;1;3;2;2;1;3;1;1;1;4;2;2;3;3;NA;NA;3;NA;3;3;4;2;3;NA;NA;2;1;2;3;NA;NA;NA;NA;1;4;5;NA;5;NA;1;NA;NA;NA;1;NA;NA;4;2;NA;2;1;NA;3;NA;NA;NA;NA;5;4;4;1;4;NA;NA;3
2588;0,8;0;0;"Portuguese";"caucasian";19;"first person shooter";5;2;98;2;0;NA;0;2;NA;1;NA;4;2;NA;3;NA;4;4;NA;NA;4;3;NA;NA;1;1;1;2;1;2;2;3;3;3;2;2;4;1;3;3;4;2;3;3;3;2;4;3;3;2;NA;NA;3;NA;2;2;3;NA;NA;NA;NA;4;3;2;NA;4;NA;2;1;NA;NA;2;1;NA;4;NA;4;3;NA;NA;3;4;2;NA;NA;NA;3;2;4;2;2;NA;NA;NA;NA;NA;1;3;1;NA
319;1;0;1;"portuguese";"white";19;"fps";3;1;90;10;1;"silver";0;5;NA;NA;4;3;4;NA;5;NA;5;5;NA;NA;NA;4;2;NA;2;1;1;1;1;1;2;2;1;1;2;2;3;1;1;1;4;1;2;2;4;2;3;2;3;NA;NA;NA;3;3;3;2;NA;3;NA;3;NA;NA;3;NA;2;NA;2;4;1;NA;NA;2;2;2;4;2;NA;NA;NA;4;NA;NA;1;2;NA;NA;NA;4;4;NA;NA;3;NA;5;3;NA;2;2;NA;1
340;1;0;0;"Portuguese";"White";22;"League of Legends";4;5;50;50;1;"Platinum";0;5;NA;2;NA;5;4;NA;NA;4;3;NA;3;NA;NA;2;NA;2;2;3;2;1;1;4;2;2;3;3;2;2;3;1;3;4;3;2;3;4;4;3;3;3;2;2;2;NA;2;NA;NA;2;NA;NA;5;4;NA;5;2;2;NA;NA;NA;2;1;NA;NA;NA;1;1;5;2;NA;2;NA;NA;NA;1;1;1;NA;NA;3;4;NA;NA;NA;NA;1;1;2;1;1;NA;1;NA
332;1;0;0;"chile";"latino";23;"br";2;2;50;50;1;"gold";0;2;2;NA;NA;2;5;NA;NA;2;4;NA;NA;4;NA;3;1;NA;2;2;1;1;1;3;1;2;1;3;3;1;1;3;1;1;2;1;2;2;1;1;1;1;2;2;2;2;NA;NA;NA;4;NA;NA;NA;3;2;NA;4;NA;1;NA;2;3;0;2;NA;1;2;NA;4;NA;NA;NA;2;1;NA;NA;2;1;NA;4;NA;4;4;2;NA;NA;2;NA;NA;NA;1;1;1;NA
376;0,9;0;1;"Canadian";"White";24;"Animal Crossing";5;3;20;80;0;NA;0;3;NA;NA;2;2;3;NA;2;NA;1;1;NA;NA;NA;3;NA;3;2;1;2;1;1;3;3;2;2;3;1;1;4;1;3;3;1;1;3;2;1;2;4;3;3;NA;NA;1;NA;2;2;3;NA;4;NA;NA;NA;5;3;3;NA;NA;3;2;1;NA;3;NA;2;NA;4;NA;4;NA;2;NA;1;NA;1;NA;4;NA;3;5;NA;NA;2;2;NA;4;NA;1;2;NA;1;NA
368;1;0;1;"Polish";"white";29;"the sims";1;0;43;57;0;NA;0;2;NA;NA;2;2;1;1;NA;NA;3;NA;3;NA;NA;3;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;NA;1;NA;1;1;NA;3;5;NA;4;NA;NA;NA;3;NA;5;2;4;NA;1;NA;NA;NA;5;NA;1;4;3;2;NA;1;4;NA;4;NA;NA;3;1;3;NA;4;4;NA;NA;NA;NA;NA;2;NA;3;2
404;0,9;0;0;"Chilean";"Latino";22;"Legends of Runeterra";11;6;30;70;0;NA;0;4;NA;1;NA;2;3;NA;2;NA;3;4;NA;NA;NA;2;NA;1;1;1;1;1;1;3;1;2;2;1;1;1;2;1;2;2;2;1;1;1;1;2;3;1;3;3;NA;3;NA;3;NA;3;2;3;NA;NA;5;NA;5;NA;5;5;NA;NA;1;4;NA;3;1;NA;2;NA;NA;2;NA;NA;NA;1;1;NA;2;NA;NA;2;NA;NA;3;1;NA;3;4;NA;1;2;NA;1
417;1;0;0;"polish";"white european slavic";26;"indie";3;1;21;79;0;NA;0;2;1;NA;NA;1;3;2;NA;NA;4;4;NA;NA;NA;2;2;NA;1;1;1;2;1;4;1;2;3;4;4;2;3;3;3;4;5;5;2;4;4;2;4;4;2;2;NA;2;NA;NA;3;3;NA;5;4;NA;2;5;3;3;NA;NA;NA;NA;0;NA;2;NA;4;NA;2;NA;3;NA;3;NA;NA;4;2;3;NA;2;NA;4;NA;2;NA;2;4;NA;NA;NA;1;1;NA;1
415;1;0;0;"greek";"greek";29;"League of Legends";3;1;92;8;0;NA;0;5;1;NA;NA;4;4;3;NA;NA;2;NA;NA;2;2;4;NA;NA;1;1;1;1;1;2;2;2;3;2;2;2;3;2;2;1;1;1;2;2;2;2;2;2;3;NA;3;NA;3;NA;3;2;NA;3;NA;NA;NA;5;3;3;3;NA;NA;1;1;4;2;NA;2;2;4;NA;NA;NA;NA;NA;2;NA;2;NA;4;NA;NA;4;2;2;4;NA;2;NA;NA;2;2;2;NA;NA
416;0,9;0;0;"Greek";"Caucasian";26;"Trading Card Games";3;6;100;0;0;NA;0;5;NA;NA;5;2;5;NA;NA;4;2;NA;NA;2;NA;5;NA;3;1;2;2;3;1;3;2;2;2;2;3;1;5;4;2;3;4;4;2;3;4;1;2;4;2;2;NA;NA;2;NA;2;4;3;NA;4;3;3;NA;4;NA;NA;4;NA;NA;1;NA;4;NA;2;3;4;NA;3;NA;NA;NA;1;1;1;NA;NA;NA;NA;5;NA;1;2;NA;NA;2;1;1;2;NA;NA;1
465;1;0;0;"Greek";"Greek";19;"Last Day On Earth";7;6;60;40;0;NA;0;3;1;NA;NA;2;4;2;NA;NA;4;5;NA;NA;3;4;NA;NA;1;1;1;2;1;4;1;4;2;1;3;1;4;1;4;3;4;2;3;1;2;1;3;1;1;1;1;NA;NA;1;NA;3;NA;2;2;3;2;NA;4;NA;NA;NA;4;NA;1;NA;NA;2;1;1;1;NA;NA;NA;4;NA;NA;2;1;4;NA;3;NA;3;3;1;NA;NA;NA;4;NA;NA;2;1;NA;1
382;1;0;0;"Chile";"Hispanic";21;"Rogue-like";5;4;60;40;0;NA;0;4;NA;1;NA;1;2;1;NA;NA;3;NA;3;NA;NA;2;NA;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;NA;3;2;NA;2;NA;2;NA;NA;NA;2;NA;NA;1;2;2;NA;2;1;1;NA;4;NA;2;NA;4;2;NA;NA;2;3;NA;NA;2;NA;2;NA;NA;5;NA;1;2;1;NA;2;NA;2;2;NA;2;NA
491;1;0;0;"israeli";"jewish";18;"Rpg";8;16;30;70;0;NA;0;4;NA;NA;4;2;3;NA;2;NA;2;NA;2;NA;5;5;NA;NA;1;1;1;2;1;3;2;1;1;1;1;1;3;1;1;2;2;1;1;1;1;1;4;1;3;2;NA;NA;NA;3;3;4;1;NA;5;NA;NA;3;2;NA;1;5;NA;NA;1;NA;NA;NA;1;1;5;5;NA;NA;5;5;1;NA;1;NA;NA;5;5;5;NA;NA;NA;NA;NA;1;1;1;1;1;NA;NA
540;1;0;0;"British";"White";21;"League of Legends";3;2;70;30;1;"Platinum";0;5;NA;NA;5;5;4;NA;NA;4;2;NA;2;NA;3;5;NA;NA;1;2;1;2;1;3;1;2;1;2;1;1;4;1;1;1;1;1;2;3;1;2;3;2;3;NA;3;3;NA;NA;3;5;3;NA;4;3;3;NA;2;NA;NA;3;NA;NA;1;NA;NA;3;2;3;1;NA;4;NA;NA;3;NA;NA;2;NA;3;5;2;4;4;NA;NA;3;NA;NA;NA;1;1;NA;1;NA
540;0,9;0;0;"Portuguese";"Caucasian";23;"Brawl Stars";1;0;90;10;0;NA;0;3;NA;1;NA;1;1;NA;1;NA;1;NA;NA;1;NA;1;1;NA;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;3;NA;NA;3;NA;5;1;NA;NA;1;NA;1;5;1;NA;NA;NA;1;1;NA;NA;NA;1;NA;5;1;5;5;NA;NA;2;NA;2;3;NA;NA;NA;4;NA;1;NA;1;1;1;NA;2;2;2;NA;NA
537;1;0;0;"Polish";"Polish";20;"League of Legends";2;5;77;23;0;NA;0;5;NA;2;NA;3;2;2;NA;NA;5;5;NA;NA;NA;1;1;NA;1;2;1;2;1;3;2;2;2;3;2;1;1;2;2;1;2;1;2;3;3;3;3;4;2;NA;NA;2;2;NA;2;2;4;NA;3;NA;1;NA;2;NA;NA;2;NA;4;1;5;NA;4;4;2;2;NA;NA;NA;NA;NA;1;NA;4;NA;3;2;NA;4;2;NA;5;NA;NA;NA;2;NA;1;NA;2;1
543;1;0;0;"Spanish";"White";29;"Action games";4;3;30;70;0;NA;0;3;1;NA;NA;2;4;NA;4;NA;2;4;NA;NA;4;5;NA;NA;2;2;1;1;1;1;2;3;1;2;1;1;3;1;1;3;1;1;1;2;1;1;2;2;3;NA;2;3;NA;NA;3;4;NA;3;NA;NA;NA;4;3;2;3;NA;2;NA;1;2;3;2;1;NA;4;NA;NA;NA;NA;4;NA;NA;2;2;NA;NA;5;5;3;NA;NA;NA;NA;3;1;NA;1;1;NA;1
520;0,9;0;1;"Hungarian";"White";27;"Don’t starve together";1;0;40;60;0;NA;0;4;1;NA;NA;2;3;NA;NA;3;2;2;NA;NA;4;3;NA;NA;1;2;1;1;1;3;2;2;1;3;1;1;2;1;1;2;1;1;2;3;1;2;3;2;1;NA;1;1;1;NA;NA;4;NA;2;NA;NA;4;NA;4;NA;2;5;3;NA;1;2;NA;NA;4;NA;2;4;NA;2;NA;NA;3;3;3;NA;NA;2;4;5;NA;NA;NA;1;1;NA;NA;1;1;NA;1;NA
582;1;0;0;"Portuguese";"White/caucasian";23;"Football Manager";4;6;16;84;0;NA;0;5;3;NA;NA;3;3;NA;3;NA;3;NA;1;NA;NA;3;2;NA;1;2;1;1;1;2;3;3;3;4;1;1;3;1;2;3;2;2;3;4;3;3;4;3;2;NA;2;2;2;NA;NA;2;3;NA;NA;NA;3;5;2;NA;NA;NA;3;3;1;NA;2;NA;4;2;3;NA;NA;2;NA;NA;2;NA;3;NA;4;NA;NA;3;4;NA;3;4;2;NA;NA;NA;2;NA;1;2
589;0,9;0;0;"Polish";"White";20;"CS:GO";4;3;93;7;1;"Global";0;4;NA;NA;4;4;5;NA;4;NA;2;3;NA;NA;NA;4;NA;3;2;1;1;3;1;1;3;4;2;2;2;1;4;1;4;1;5;1;3;2;3;3;4;5;2;2;1;NA;NA;2;NA;5;3;NA;NA;4;NA;2;4;3;NA;NA;NA;2;1;NA;NA;3;2;NA;4;NA;5;NA;5;NA;NA;NA;1;2;3;NA;4;4;NA;NA;5;NA;2;NA;1;NA;1;2;NA;1
604;0,9;0;0;"Portuguese";"white";24;"Strategy- Europa Universalis 4";9;1;0;100;0;NA;0;3;NA;NA;2;4;4;3;NA;NA;1;3;NA;NA;NA;4;NA;4;1;2;3;1;1;1;2;3;1;2;1;2;3;1;2;3;2;1;2;3;1;2;4;2;3;2;NA;NA;3;2;NA;4;NA;5;4;NA;3;NA;2;NA;NA;3;3;NA;1;NA;2;NA;3;NA;4;2;NA;4;NA;NA;NA;NA;1;2;4;NA;4;3;NA;NA;NA;1;2;NA;1;1;1;2;NA;NA
355;1;0;0;"Portuguese";"White";24;"League of Legends";3;3;93;7;0;NA;0;5;1;NA;NA;2;4;3;NA;NA;3;NA;3;NA;NA;4;NA;4;1;2;1;2;1;3;2;3;2;2;2;1;3;1;2;2;2;1;2;2;3;2;3;1;2;NA;NA;NA;2;3;2;4;1;5;3;NA;4;2;4;NA;NA;NA;NA;NA;1;NA;NA;2;1;1;5;NA;NA;NA;4;3;NA;NA;1;NA;3;NA;3;5;NA;NA;NA;2;NA;2;2;2;2;2;NA;NA
603;1;0;0;"Chilean";"Asian";20;"FPS, Shooters";4;2;80;20;0;NA;1;4;1;NA;NA;3;3;3;NA;NA;4;4;NA;NA;5;4;NA;NA;2;3;2;3;1;1;1;1;1;1;1;1;3;1;2;1;1;1;3;3;1;4;5;2;3;3;NA;NA;3;3;NA;3;NA;4;NA;5;NA;NA;2;3;3;4;NA;NA;1;NA;NA;1;2;NA;4;3;NA;NA;4;2;NA;NA;2;NA;4;NA;4;4;4;NA;NA;4;NA;NA;3;NA;1;NA;2;1
629;0,9;0;0;"Poland";"Poland";20;"RTS";4;8;30;70;0;NA;0;5;NA;5;NA;5;2;NA;2;NA;4;NA;5;NA;4;3;NA;NA;1;1;1;2;1;1;1;3;2;1;2;1;2;1;1;2;2;2;2;1;1;2;3;3;1;1;NA;1;NA;2;NA;2;NA;NA;3;NA;NA;NA;2;3;NA;3;4;2;1;2;NA;NA;2;NA;2;NA;5;NA;5;NA;NA;2;2;2;NA;1;NA;3;4;3;5;NA;NA;NA;NA;1;1;NA;NA;1
749;1;0;0;"Portuguese";"Caucasian";20;"Action games";7;3;60;40;1;"Gold III (League of Legends)";0;3;NA;4;NA;5;4;NA;5;NA;5;4;NA;NA;NA;3;NA;3;1;2;3;2;1;3;1;2;1;1;1;2;3;1;2;1;1;2;1;1;2;2;3;2;2;NA;NA;3;2;NA;3;3;1;4;3;2;NA;NA;4;NA;NA;NA;NA;1;1;2;NA;2;2;NA;4;NA;NA;4;NA;NA;1;2;2;NA;NA;NA;2;2;NA;NA;NA;NA;4;4;4;NA;1;NA;1;2
520;1;0;1;"British";"British";32;"Rpg";6;2;20;80;0;NA;0;3;NA;3;NA;3;5;NA;NA;3;1;NA;NA;1;NA;4;1;NA;2;2;3;3;1;1;1;1;1;1;1;1;4;1;1;3;4;1;1;1;2;2;3;1;1;1;1;2;NA;NA;NA;4;2;1;NA;NA;NA;NA;4;3;1;NA;NA;1;1;3;NA;NA;1;NA;3;NA;3;2;NA;2;NA;NA;4;NA;2;5;5;5;1;1;NA;NA;NA;NA;NA;2;2;2;NA;NA
705;0,7;NA;0;"Polish";"White";28;"World of Warcraft";3;1;30;70;0;NA;0;3;2;NA;NA;2;4;NA;NA;4;2;NA;NA;1;3;4;NA;NA;1;2;1;1;1;2;3;1;2;1;1;1;4;1;1;2;1;1;1;1;1;1;2;1;3;2;NA;NA;NA;3;3;3;NA;2;NA;NA;5;NA;2;3;NA;NA;4;2;0;NA;1;2;4;1;4;NA;NA;NA;NA;4;NA;NA;2;NA;4;5;NA;5;2;2;4;NA;NA;NA;NA;2;2;2;NA;NA
718;1;0;0;"British";"White";52;"State of Decay 2";1;0;10;90;0;NA;0;1;NA;NA;1;1;2;NA;2;NA;1;2;NA;NA;2;2;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;2;NA;NA;1;NA;5;NA;1;NA;1;4;1;3;NA;NA;NA;NA;1;1;NA;NA;NA;1;1;2;3;NA;NA;1;4;NA;5;5;NA;NA;NA;NA;4;1;1;NA;1;1;NA;NA;NA;2;3;3;NA
496;1;0;0;"Dutch (The Netherlands)";"Asian";20;"MOBA, I play a lot of League of Legends, I also play games that are fully offline and focus solely on the story like Kingdom Hearts.";4;3;40;60;0;NA;0;3;NA;2;NA;4;4;NA;5;NA;3;NA;NA;4;NA;4;1;NA;2;2;3;2;1;4;3;4;3;3;3;2;5;1;3;4;3;1;2;3;5;4;4;3;1;NA;1;NA;NA;1;2;2;5;NA;NA;3;NA;NA;1;NA;5;2;3;NA;1;NA;NA;NA;5;4;3;3;2;NA;NA;NA;5;NA;5;4;NA;NA;2;4;NA;NA;NA;2;3;NA;4;NA;2;NA;3;2
749;1;0;0;"Greek";"Greece";28;"Arma 3";6;7;50;50;0;NA;0;4;NA;NA;3;3;3;NA;NA;3;1;NA;NA;1;NA;3;4;NA;1;1;2;2;1;2;1;2;1;2;2;1;2;1;1;2;2;1;2;2;1;2;2;2;3;NA;3;NA;3;NA;3;3;NA;NA;1;1;3;2;2;NA;NA;4;NA;NA;1;1;NA;NA;2;NA;3;2;NA;3;NA;3;NA;NA;3;2;NA;3;NA;4;NA;NA;3;NA;2;2;NA;NA;1;2;2;NA
762;1;0;0;"Mexican";"Latin american";25;"Smite";4;2;65;35;0;NA;1;3;NA;2;NA;2;4;NA;5;NA;5;NA;4;NA;4;4;NA;NA;2;3;3;2;1;2;1;3;2;2;1;1;3;1;1;2;2;1;1;2;1;2;3;1;2;NA;2;NA;2;2;NA;3;NA;NA;1;NA;NA;4;4;NA;1;3;NA;2;1;NA;NA;NA;1;1;4;4;NA;4;NA;2;NA;NA;4;NA;1;5;NA;4;3;1;NA;NA;1;NA;NA;NA;1;NA;2;1
674;0,9;0;0;"Portuguese";"none";21;"League of Legends";2;1;86;14;0;NA;0;5;NA;2;NA;4;3;NA;4;NA;4;5;NA;NA;NA;3;3;NA;2;2;1;2;1;2;1;4;3;3;4;1;3;1;3;3;2;1;2;2;2;3;4;4;3;2;NA;3;3;NA;NA;2;3;4;5;NA;NA;5;3;NA;NA;NA;NA;3;1;NA;1;NA;3;NA;5;4;5;NA;NA;NA;1;NA;1;1;NA;1;NA;5;NA;1;4;NA;NA;4;NA;NA;1;NA;2;1
328;1;0;0;"Belgian";"Caucasian";37;"Terraria";1;4;95;5;0;NA;0;2;NA;NA;2;2;5;NA;NA;4;2;2;NA;NA;NA;4;NA;4;2;1;2;2;1;2;2;2;2;2;2;2;4;2;3;2;2;2;2;4;2;2;3;3;1;NA;1;NA;NA;1;2;3;3;NA;NA;NA;3;5;2;4;NA;1;NA;NA;1;3;4;NA;3;NA;4;NA;NA;NA;2;1;NA;NA;4;2;NA;3;3;4;3;NA;4;NA;NA;NA;NA;2;2;3;NA;NA
376;1;0;0;"Greek";"Greek";25;"Counter Strike";2;2;80;20;0;NA;0;3;NA;NA;3;4;3;3;NA;NA;4;NA;4;NA;NA;4;4;NA;1;1;1;2;1;3;4;4;4;4;3;2;3;3;4;3;3;3;3;4;3;4;4;3;2;NA;NA;2;2;NA;2;3;NA;4;5;NA;NA;NA;3;NA;4;NA;3;4;1;4;NA;4;4;NA;4;NA;NA;4;NA;NA;4;4;3;NA;NA;NA;2;4;NA;NA;NA;3;3;NA;3;NA;2;NA;2;2
782;1;0;0;"Mexican";"Mexican";24;"MMO-RPG";7;3;90;10;0;NA;1;4;1;NA;NA;4;2;3;NA;NA;2;NA;NA;2;NA;2;NA;3;3;2;3;2;1;3;2;2;2;3;3;1;3;1;2;4;3;2;2;3;4;1;2;3;2;NA;NA;NA;1;2;2;1;NA;5;NA;3;3;NA;2;NA;5;NA;2;NA;1;3;4;NA;2;NA;4;NA;2;NA;NA;NA;3;4;4;NA;NA;NA;NA;4;2;NA;3;1;2;NA;NA;NA;2;NA;1;1
496;1;0;0;"Poland";"Polish";21;"League of Legends - MOBA";4;2;100;0;0;NA;0;5;NA;1;NA;4;1;1;NA;NA;5;NA;5;NA;2;2;NA;NA;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;2;1;1;2;2;NA;NA;NA;2;2;2;5;NA;1;NA;NA;NA;2;3;NA;1;NA;1;3;1;NA;1;NA;2;NA;5;1;NA;NA;4;NA;2;NA;1;5;NA;1;4;5;NA;NA;NA;NA;2;NA;1;1;1;NA;1;NA
818;0,9;0;0;"Poland";"Poland";20;"League of Legends";8;3;80;20;1;"Gold";0;4;NA;5;NA;4;2;NA;NA;3;5;NA;NA;5;NA;2;1;NA;2;3;2;1;1;3;1;3;4;2;2;1;2;1;2;2;3;1;3;2;1;3;4;3;3;1;NA;3;3;NA;NA;2;2;NA;NA;1;4;NA;3;3;NA;4;NA;NA;1;3;3;NA;2;NA;3;NA;NA;NA;3;NA;2;2;2;NA;NA;1;NA;2;NA;NA;3;1;NA;2;NA;1;2;2;NA;NA
667;0,9;0;0;"Portuguese";"White";22;"Dead By Daylight";6;3;40;60;1;"Platinum III";0;3;NA;2;NA;3;5;4;NA;NA;4;NA;NA;2;NA;3;NA;2;2;2;1;3;1;3;2;3;2;3;1;1;3;1;3;4;3;2;2;3;3;3;4;1;3;NA;3;NA;3;NA;3;3;3;NA;NA;2;NA;4;2;NA;3;NA;2;NA;1;NA;NA;1;2;NA;3;NA;4;4;NA;4;NA;NA;2;3;NA;NA;NA;2;4;2;2;NA;NA;1;NA;1;2;1;NA;NA
861;1;0;0;"Portuguese";"White";18;"League of Legends";10;1;80;20;0;NA;0;4;NA;NA;3;4;4;NA;NA;4;4;NA;4;NA;5;3;NA;NA;1;2;2;3;1;3;1;2;3;2;3;1;4;1;2;3;3;3;2;2;4;3;3;4;2;1;2;2;NA;NA;NA;3;NA;NA;2;3;4;NA;4;NA;4;NA;NA;4;1;NA;4;NA;2;NA;4;NA;4;NA;3;2;NA;NA;2;2;NA;NA;3;4;2;NA;NA;NA;NA;4;3;1;1;NA;2;NA
453;1;0;0;"portuguese";"white";19;"first person shooter";3;4;75;25;1;"Global Elite";1;5;1;NA;NA;2;2;NA;4;NA;4;NA;NA;2;NA;5;1;NA;2;1;1;2;1;1;4;2;1;3;3;1;2;1;1;2;2;1;3;4;3;2;4;1;2;NA;2;3;NA;NA;3;4;NA;2;NA;NA;NA;3;5;1;NA;5;2;NA;1;NA;1;NA;2;1;5;NA;NA;NA;5;NA;NA;2;1;NA;5;NA;NA;4;4;NA;NA;NA;4;2;3;NA;1;NA;1;1
528;1;0;0;"Italian";"Caucasian";21;"RPG";4;1;75;25;0;NA;0;4;NA;NA;4;1;4;NA;NA;3;2;3;NA;NA;NA;5;2;NA;1;2;1;1;1;1;1;1;1;1;1;1;2;1;2;2;3;1;1;1;1;1;1;2;2;2;NA;NA;2;3;NA;1;NA;NA;2;5;NA;5;2;5;NA;1;NA;NA;1;NA;NA;3;2;2;3;NA;NA;3;NA;NA;2;NA;2;NA;4;1;4;2;NA;NA;NA;3;NA;NA;3;NA;1;1;NA;1
880;0,7;NA;0;"Czech";"White";19;"RPGs";5;6;60;40;0;NA;1;5;3;NA;NA;4;5;5;NA;NA;2;NA;NA;4;NA;4;NA;4;1;2;2;1;1;3;2;3;2;2;1;3;4;2;4;2;3;2;2;2;3;3;3;2;2;NA;NA;2;2;NA;2;4;NA;4;NA;NA;3;NA;3;3;2;NA;NA;2;1;4;NA;NA;4;NA;2;2;NA;1;NA;NA;NA;3;3;2;NA;2;1;4;NA;NA;NA;NA;2;NA;4;2;3;NA;3;NA
896;1;0;0;"Italian";"north african";25;"action-adventure";4;8;10;90;0;NA;1;3;NA;NA;1;2;3;4;NA;NA;2;NA;4;NA;NA;3;NA;2;1;2;2;3;1;2;2;2;3;3;1;1;5;2;2;1;3;3;2;2;3;3;4;3;2;1;1;2;NA;NA;NA;2;3;NA;NA;3;NA;NA;3;2;3;NA;2;NA;1;NA;4;NA;5;2;4;NA;2;NA;NA;2;NA;NA;2;NA;3;3;NA;1;NA;1;2;2;NA;NA;NA;3;2;2;NA;NA
903;1;0;1;"Portuguese";"Caucasian";19;"Genshin Impact";8;2;90;10;0;NA;0;2;NA;NA;4;3;2;NA;NA;1;4;NA;2;NA;NA;5;1;NA;1;1;1;3;1;3;2;3;1;2;1;1;2;1;2;3;2;1;2;2;5;3;3;3;3;2;NA;NA;3;3;NA;4;NA;NA;NA;2;4;NA;3;5;NA;2;3;NA;1;NA;NA;2;1;4;2;NA;5;NA;NA;NA;NA;2;2;NA;5;NA;NA;4;NA;1;NA;NA;1;3;1;NA;1;1;NA;1
